gaze_child,Time
2,0.0
2,0.1
2,0.2
2,0.3
2,0.4
2,0.5
2,0.6
2,0.7
2,0.8
2,0.9
2,1.0
2,1.1
2,1.2
1,1.3
1,1.4
1,1.5
1,1.6
1,1.7
1,1.8
1,1.9
1,2.0
1,2.1
1,2.2
1,2.3
1,2.4
1,2.5
1,2.6
1,2.7
2,2.8
2,2.9
2,3.0
2,3.1
2,3.2
2,3.3
2,3.4
2,3.5
2,3.6
2,3.7
2,3.8
2,3.9
2,4.0
2,4.1
1,4.2
1,4.3
1,4.4
1,4.5
1,4.6
1,4.7
1,4.8
1,4.9
1,5.0
1,5.1
1,5.2
1,5.3
1,5.4
1,5.5
1,5.6
1,5.7
1,5.8
1,5.9
1,6.0
1,6.1
1,6.2
1,6.3
1,6.4
1,6.5
1,6.6
1,6.7
1,6.8
1,6.9
1,7.0
1,7.1
1,7.2
1,7.3
1,7.4
1,7.5
1,7.6
1,7.7
1,7.8
1,7.9
1,8.0
1,8.1
1,8.2
1,8.3
1,8.4
1,8.5
1,8.6
1,8.7
1,8.8
1,8.9
1,9.0
1,9.1
1,9.2
1,9.3
1,9.4
1,9.5
1,9.6
1,9.7
1,9.8
1,9.9
1,10.0
1,10.1
1,10.2
1,10.3
1,10.4
1,10.5
1,10.6
1,10.7
1,10.8
1,10.9
1,11.0
1,11.1
1,11.2
1,11.3
1,11.4
1,11.5
1,11.6
1,11.7
1,11.8
1,11.9
1,12.0
1,12.1
1,12.2
1,12.3
1,12.4
1,12.5
1,12.6
1,12.7
1,12.8
1,12.9
1,13.0
1,13.1
1,13.2
1,13.3
1,13.4
1,13.5
1,13.6
1,13.7
1,13.8
1,13.9
1,14.0
1,14.1
1,14.2
1,14.3
1,14.4
1,14.5
1,14.6
1,14.7
1,14.8
1,14.9
1,15.0
1,15.1
1,15.2
1,15.3
1,15.4
1,15.5
1,15.6
1,15.7
1,15.8
1,15.9
1,16.0
1,16.1
1,16.2
1,16.3
1,16.4
1,16.5
1,16.6
1,16.7
1,16.8
1,16.9
1,17.0
1,17.1
1,17.2
2,17.3
2,17.4
2,17.5
2,17.6
2,17.7
2,17.8
2,17.9
2,18.0
2,18.1
2,18.2
2,18.3
2,18.4
2,18.5
2,18.6
1,18.7
1,18.8
1,18.9
1,19.0
1,19.1
1,19.2
1,19.3
1,19.4
1,19.5
1,19.6
2,19.7
2,19.8
2,19.9
2,20.0
2,20.1
2,20.2
2,20.3
2,20.4
2,20.5
2,20.6
1,20.7
1,20.8
1,20.9
1,21.0
1,21.1
1,21.2
1,21.3
1,21.4
1,21.5
1,21.6
3,21.7
3,21.8
1,21.9
1,22.0
1,22.1
1,22.2
1,22.3
1,22.4
1,22.5
1,22.6
1,22.7
1,22.8
1,22.9
1,23.0
1,23.1
1,23.2
1,23.3
1,23.4
1,23.5
1,23.6
1,23.7
1,23.8
1,23.9
1,24.0
4,24.1
4,24.2
4,24.3
4,24.4
2,24.5
2,24.6
2,24.7
2,24.8
1,24.9
1,25.0
2,25.1
2,25.2
2,25.3
2,25.4
2,25.5
2,25.6
2,25.7
2,25.8
1,25.9
1,26.0
1,26.1
1,26.2
1,26.3
1,26.4
1,26.5
1,26.6
1,26.7
1,26.8
1,26.9
1,27.0
1,27.1
1,27.2
1,27.3
1,27.4
1,27.5
1,27.6
1,27.7
1,27.8
1,27.9
1,28.0
1,28.1
1,28.2
1,28.3
1,28.4
1,28.5
1,28.6
1,28.7
1,28.8
1,28.9
1,29.0
1,29.1
1,29.2
1,29.3
1,29.4
2,29.5
2,29.6
2,29.7
2,29.8
2,29.9
2,30.0
1,30.1
1,30.2
1,30.3
1,30.4
1,30.5
1,30.6
1,30.7
1,30.8
2,30.9
2,31.0
2,31.1
2,31.2
2,31.3
2,31.4
1,31.5
1,31.6
1,31.7
1,31.8
1,31.9
1,32.0
1,32.1
1,32.2
1,32.3
1,32.4
1,32.5
1,32.6
2,32.7
2,32.8
2,32.9
2,33.0
2,33.1
2,33.2
2,33.3
2,33.4
